filename,width,height,class,xmin,ymin,xmax,ymax
plastic470_jpg.rf.340ed4f42f37e959a6e079fe03bb20df.jpg,384,384,plastic,31,35,288,341
plastic54_jpg.rf.40d253a859edf299abc7e169266354a4.jpg,384,384,plastic,1,0,383,384
plastic40_jpg.rf.6a480ad9d0a852391afac660adf08c2b.jpg,384,384,plastic,0,0,340,346
plastic252_jpg.rf.0048f12a261646f67a01a1ccedd0ce30.jpg,384,384,plastic,31,55,371,384
glass422_jpg.rf.08174e29ebc59df33229a67294654e9f.jpg,384,384,glass,62,54,244,293
plastic316_jpg.rf.4a74228d1eef2431e0faa74f98d946f4.jpg,384,384,plastic,59,73,359,384
plastic32_jpg.rf.4cba5c4db6b550d32c0fc9eda5583dce.jpg,384,384,plastic,67,0,384,373
plastic302_jpg.rf.b12346ba3bc9dc9ccff596cac364380d.jpg,384,384,plastic,26,79,384,352
plastic472_jpg.rf.c2d59d7e2a100c5ac4d27f48019121fc.jpg,384,384,plastic,8,36,371,379
plastic402_jpg.rf.5bc875d2fd1802f3a584993b2f424131.jpg,384,384,plastic,0,54,344,384
plastic303_jpg.rf.eae40de4bf86879eb50dca1586beb285.jpg,384,384,plastic,143,126,326,384
plastic262_jpg.rf.5cbbd121ed2fb7ba899a7316c1f8842b.jpg,384,384,plastic,100,41,354,384
plastic114_jpg.rf.f53acf97462e80cb94dfba27f7ef4bf8.jpg,384,384,plastic,1,0,219,384
plastic285_jpg.rf.5f0b86803bdc5afd13289dcb54e31066.jpg,384,384,plastic,45,29,384,384
glass436_jpg.rf.48e7317dac627b877c63f3fdc9a53af6.jpg,384,384,glass,72,0,323,384
plastic366_jpg.rf.00339b0537262ea8d2a5782160a1bc3b.jpg,384,384,plastic,28,16,371,384
plastic358_jpg.rf.1c03a57c7c6ed0311b593b9f22d758ba.jpg,384,384,plastic,21,58,384,342
plastic414_jpg.rf.c07e7f66db9280df4987cc6240bf0818.jpg,384,384,plastic,40,53,304,384
plastic26_jpg.rf.233b685a5352dc002177c635c995546e.jpg,384,384,plastic,110,50,305,289
plastic367_jpg.rf.98e40cfbf0cfdd8227e744685d8d8792.jpg,384,384,plastic,70,1,364,352
plastic328_jpg.rf.ebf4c1b6754c8f36bf04b93b5cc3746a.jpg,384,384,plastic,45,8,367,375
plastic373_jpg.rf.e7eeea5f9a18c86f7b5aa52296087d1e.jpg,384,384,plastic,86,20,357,356
glass350_jpg.rf.4db1d84054e0d41e40fa3848c6b50aba.jpg,384,384,glass,125,27,384,384
plastic239_jpg.rf.8967680b1b5647413fa9fe28a3ff674b.jpg,384,384,plastic,42,0,348,296
glass387_jpg.rf.bc49fcef037cdfecba29d3f11fa12415.jpg,384,384,glass,24,34,334,358
plastic416_jpg.rf.7494098999a9e8b7771453285e261b92.jpg,384,384,plastic,2,56,363,384
plastic401_jpg.rf.bef6eba51794230c414dd005f220061c.jpg,384,384,plastic,43,67,334,302
plastic415_jpg.rf.e5dc756227f2d3e57b17d1d3e895e109.jpg,384,384,plastic,96,53,346,384
plastic171_jpg.rf.f13215ac7ec5ec6abe2b54b6bd0049a8.jpg,384,384,plastic,45,13,350,364
glass31_jpg.rf.3f6ae05e9c09b86e4c421027e30075b2.jpg,384,384,glass,15,30,261,384
glass437_jpg.rf.a84d4ba045eb04a4ffaf11f2d47163a1.jpg,384,384,glass,86,57,384,337
plastic370_jpg.rf.cca2293efbfa769e69f3132fbc2822f3.jpg,384,384,plastic,29,46,354,310
plastic165_jpg.rf.c2fc326a1609885e284506c2797041a7.jpg,384,384,plastic,9,59,382,353
plastic429_jpg.rf.d7737e1e6a864a401ea1d8ac8fcf1b22.jpg,384,384,plastic,10,11,384,357
plastic277_jpg.rf.83a3f08528f1b836df08d4dae6f3b38a.jpg,384,384,plastic,101,0,324,321
plastic83_jpg.rf.8f4427f16050e38f54ba0a11d44292ab.jpg,384,384,plastic,127,0,384,343
plastic199_jpg.rf.523b101b6ed212688e05aa6abe6c7887.jpg,384,384,plastic,83,9,325,384
glass190_jpg.rf.6fc7846e9e125f420d39e74a7e8fd049.jpg,384,384,glass,0,65,321,384
plastic288_jpg.rf.c21a0ea5f952ec515bd05dd2b8408820.jpg,384,384,plastic,99,15,345,384
plastic172_jpg.rf.cb0e6e40b527538a153270f52a694829.jpg,384,384,plastic,33,35,290,311
plastic1_jpg.rf.99cd0ed58e20372279c6f6dd21026ac5.jpg,384,384,plastic,69,51,329,301
glass233_jpg.rf.4d06c2459cf592879b5208d92d958338.jpg,384,384,glass,92,0,344,253
glass345_jpg.rf.ea4fbb1eba2ad9546145cf2baf32912b.jpg,384,384,glass,124,5,353,384
glass486_jpg.rf.c24f6a755a9d0bd43d970c5ee3410d46.jpg,384,384,glass,2,50,384,384
plastic80_jpg.rf.1fe9370205baaeedebb24436b7ca0eac.jpg,384,384,plastic,38,57,367,347
plastic94_jpg.rf.8c8cf787c1f6a28f5832e1cd6cc4ca89.jpg,384,384,plastic,39,58,373,330
glass351_jpg.rf.3e2b78bf1f2ae79924270c0fbf447704.jpg,384,384,glass,0,0,384,308
glass390_jpg.rf.248c4d65edd0b2fcb5f23f3b742ba3c6.jpg,384,384,glass,0,107,375,384
glass225_jpg.rf.4d4e8bb33785eaee95ae836e8e00971d.jpg,384,384,glass,60,93,330,283
glass219_jpg.rf.af599c92eb883e9c10bbdfd89edc7f04.jpg,384,384,glass,30,0,351,384
glass386_jpg.rf.987153950b9495f2ffb350492341c005.jpg,384,384,glass,138,72,384,384
glass147_jpg.rf.d6564a7a9407e1ba99ce7820305bc6d8.jpg,384,384,glass,51,31,304,261
glass451_jpg.rf.28981caf2ce156135354a1b7b370cb53.jpg,384,384,glass,0,13,373,363
plastic43_jpg.rf.a45d1e83b05298aa6faa4111480813a8.jpg,384,384,plastic,139,72,332,337
glass353_jpg.rf.e06c0479bfa6dbac51ce3303d1830927.jpg,384,384,glass,93,91,299,384
glass178_jpg.rf.f4ed39145ff3a75212060041cdc48d7c.jpg,384,384,glass,71,85,251,242
glass32_jpg.rf.8e56827b24bd88284b891a305b6c47cf.jpg,384,384,glass,90,56,384,384
glass230_jpg.rf.75bab6c62a9ca4c4240af97c79f49063.jpg,384,384,glass,55,76,288,272
glass435_jpg.rf.6e15f4315a152f578cd8156430665422.jpg,384,384,glass,10,0,379,384
glass19_jpg.rf.2b4a246d91f7f6b6809f83b928d3f481.jpg,384,384,glass,18,50,383,384
glass151_jpg.rf.2cab0e042b6335042aab784d5a9a0d51.jpg,384,384,glass,0,71,384,370
glass192_jpg.rf.7f1cf507b1a6ac5a74968c2594465a1d.jpg,384,384,glass,0,0,384,356
glass184_jpg.rf.8bcb40578daa3bc0e4a5235b62daab30.jpg,384,384,glass,97,0,384,323
glass153_jpg.rf.c350afcfa95261d55b014557e3b5b77a.jpg,384,384,glass,71,19,320,314
glass384_jpg.rf.1ccf74c0f1a0035020c0872fd439116d.jpg,384,384,glass,0,54,367,278
plastic213_jpg.rf.53d8740a60bb27d17df496d19694cdc2.jpg,384,384,plastic,51,10,307,351
glass226_jpg.rf.c8ec082a85b7eb88f82a46bb5c49d62a.jpg,384,384,glass,105,92,359,384
plastic97_jpg.rf.437c8150375476f60620e2850c5e1f65.jpg,384,384,plastic,36,31,283,342
glass294_jpg.rf.fd1f1f3a2e8c851305ef3efe6675bbc1.jpg,384,384,glass,29,27,277,331
glass26_jpg.rf.729e7574e2e68b584b83a05a227c83bf.jpg,384,384,glass,23,42,347,332
glass224_jpg.rf.4875048f44fb681cca16959011ee308a.jpg,384,384,glass,26,105,237,273
glass347_jpg.rf.63aac2984b2098bb4839be648ec46fa9.jpg,384,384,glass,7,99,229,384
glass352_jpg.rf.aa60f673a0193159b1cbf9c02fd52509.jpg,384,384,glass,55,41,306,377
glass186_jpg.rf.321a01ea209c062ed41c611e9cd31d1b.jpg,384,384,glass,50,24,345,384
glass24_jpg.rf.e91d70a545ffde614ea26d2bb9027479.jpg,384,384,glass,115,95,271,284
glass342_jpg.rf.dd715f0ee44d4ca5d455d77dc39ede7b.jpg,384,384,glass,42,0,370,384
glass344_jpg.rf.1ab469c7855bd73afe3e9773c182543b.jpg,384,384,glass,130,92,239,262
glass257_jpg.rf.5896d0babb15b724ef616f6b688a40a9.jpg,384,384,glass,118,21,277,301
glass418_jpg.rf.85a5b88d72e9b01525391191632f1f3a.jpg,384,384,glass,100,48,272,384
glass222_jpg.rf.bc944b5bba01ba651b3f6eadd8c9cce5.jpg,384,384,glass,102,101,302,305
glass408_jpg.rf.87a954a994716649478412f51f4634ec.jpg,384,384,glass,0,44,384,329
glass280_jpg.rf.a5dabedee71392811d1a54a11fd64834.jpg,384,384,glass,0,0,293,384
glass144_jpg.rf.f46db94b7fab4d097b214ca4a47ab98c.jpg,384,384,glass,91,22,287,353
glass395_jpg.rf.cbd5a5bf54d58fd0e29176855a5c22f8.jpg,384,384,glass,41,103,384,357
glass381_jpg.rf.d219e937ec65abcce6b5f7379e80977a.jpg,384,384,glass,0,0,384,326
glass23_jpg.rf.4835d757ce26c5cab817f5e5083440f2.jpg,384,384,glass,32,0,384,384
glass323_jpg.rf.bacad145826e59a6fc549025a545e03a.jpg,384,384,glass,0,37,216,384
metal350_jpg.rf.3930658d9a648634aa098470f84c2ffb.jpg,384,384,metal,156,30,384,384
glass150_jpg.rf.9df799c9a596fa6d4dc93cd2487a2e16.jpg,384,384,glass,23,18,320,343
glass424_jpg.rf.5aa1feb5a287cecc4caf9beafcdc8548.jpg,384,384,glass,76,0,250,306
metal392_jpg.rf.102cc4938edeece33224bef19b38ad77.jpg,384,384,metal,0,0,384,384
glass420_jpg.rf.b3e81d6df845ccab6e13470767068cb5.jpg,384,384,glass,0,20,384,384
glass154_jpg.rf.95728ecdc75cf52419d3241173e21dc3.jpg,384,384,glass,119,0,367,384
glass243_jpg.rf.8340f3ebc453553440ce6c2e0c336b8e.jpg,384,384,glass,98,0,364,382
glass141_jpg.rf.ea30e674f1741ff754ebb25691b2315f.jpg,384,384,glass,0,0,248,384
glass37_jpg.rf.eaa826d04297d13bf24b350e35b712e4.jpg,384,384,glass,15,82,367,271
metal146_jpg.rf.6cfc1e6b902e09775af5209f6480e5f8.jpg,384,384,metal,58,69,329,384
glass232_jpg.rf.09025dc80cf855201281de941978967a.jpg,384,384,glass,56,51,347,356
metal147_jpg.rf.1f7015fe26a29fb49657679bc9e295b3.jpg,384,384,metal,78,26,339,333
metal383_jpg.rf.b757c74ef025eefe4bdf63d0de3ede02.jpg,384,384,metal,0,13,384,384
glass155_jpg.rf.c2f2504f6e3695028e49ea655f20ab4a.jpg,384,384,glass,38,71,384,368
metal345_jpg.rf.22ecda143166ec2c7e96ea836216d4c6.jpg,384,384,metal,74,63,344,321
glass140_jpg.rf.c3b055032eb1023cc847b541a4969d2c.jpg,384,384,glass,74,65,272,292
glass183_jpg.rf.2d65e6d2d919d8c8e68f5cf829a422f3.jpg,384,384,glass,81,81,255,257
glass196_jpg.rf.e5d8b55c5d8497b773416ed3e6f50077.jpg,384,384,glass,72,13,286,336
metal156_jpg.rf.59018ddde9bc53eaf627c2cf9c0098d6.jpg,384,384,metal,103,40,270,285
metal378_jpg.rf.019b3cd57dbca307bdd577d45f1ae301.jpg,384,384,metal,117,51,285,277
glass197_jpg.rf.b8e1087a3571f4b69f4e29c05a6e3aaf.jpg,384,384,glass,151,68,328,384
glass391_jpg.rf.afe7ea13dd524474700481a8df3a115e.jpg,384,384,glass,42,9,384,384
metal195_jpg.rf.d911caf6c14390add2265b20fe032a35.jpg,384,384,metal,101,56,300,325
metal153_jpg.rf.f1846bf79e1f079171c27946f4f5b7bf.jpg,384,384,metal,25,65,384,384
metal386_jpg.rf.64d3c2060394550ecfc32f27c095bf23.jpg,384,384,metal,66,76,384,384
metal234_jpg.rf.0ed852ec5474e15ffc22da43083c6a06.jpg,384,384,metal,166,0,384,384
metal208_jpg.rf.3cde7350d6ea64b91ee03fcc30168496.jpg,384,384,metal,103,67,252,294
metal218_jpg.rf.52af659b531fbdf1941017e31ee6dda0.jpg,384,384,metal,67,107,359,384
glass169_jpg.rf.c950febecc08177d477ae11d52a47c4c.jpg,384,384,glass,95,11,334,358
metal227_jpg.rf.48760b3036df92925cd8cc6a87276794.jpg,384,384,metal,34,44,342,384
glass168_jpg.rf.be9ddb6f9fe9a6f8f6f1be64aa46ed1c.jpg,384,384,glass,115,38,356,328
metal178_jpg.rf.1c0a16a241747692fd9ab815eba8e70c.jpg,384,384,metal,67,113,217,264
metal144_jpg.rf.a88a9b003284c45ffd9c4d1440e6af07.jpg,384,384,metal,0,43,384,384
metal410_jpg.rf.3fd50e7128e57e72d4efaf1ecf651731.jpg,384,384,metal,53,125,384,384
metal340_jpg.rf.e47c4de207d1cc64c39a27c1f5fe5f08.jpg,384,384,metal,95,27,337,353
metal32_jpg.rf.5d9179afb31935a56c88d972800b2f1b.jpg,384,384,metal,74,23,285,294
metal404_jpg.rf.b1045a402e01b5e4aa38fc3cab3a8a76.jpg,384,384,metal,0,14,384,384
metal379_jpg.rf.d656894ca09314ed8ec4944f01db02b5.jpg,384,384,metal,75,138,305,384
metal351_jpg.rf.25474e93d9e4dbf9b8676d6d6e9da013.jpg,384,384,metal,122,76,384,374
metal362_jpg.rf.8b9ec7856338250c9a6037ad7ffb9ec9.jpg,384,384,metal,25,0,361,299
metal142_jpg.rf.935ff9f15088d209124dfc598e449fc3.jpg,384,384,metal,71,0,384,384
metal186_jpg.rf.f3a928c0e579ba2d5c2ff2ea95a349da.jpg,384,384,metal,94,69,384,384
metal160_jpg.rf.ef663df6e96e2a65f0f7abe9ebdaeb84.jpg,384,384,metal,112,81,252,275
metal181_jpg.rf.152816757458cf77204d64467509433d.jpg,384,384,metal,67,38,308,327
metal190_jpg.rf.e374a18662fcfc4fab224c2807cfcd21.jpg,384,384,metal,17,0,325,371
metal148_jpg.rf.8a19c222d627672a80e0786843a95ef4.jpg,384,384,metal,101,91,219,282
metal31_jpg.rf.ce0cf9a9ecee983d175582b7e50e01a1.jpg,384,384,metal,46,0,384,384
metal152_jpg.rf.d1e399f7e858f72da7b9ecb2363d49e9.jpg,384,384,metal,105,112,237,288
metal384_jpg.rf.d7bcee0410208531aa6458dcd54525a8.jpg,384,384,metal,38,15,384,384
metal397_jpg.rf.dab3a045eb05ba2e57ca05b54ec4570c.jpg,384,384,metal,149,36,337,289
metal389_jpg.rf.904c7771b31c7256c1e0ef1d127fb48a.jpg,384,384,metal,67,9,384,384
metal28_jpg.rf.d9df86348209e1ccece88b330e1b1e13.jpg,384,384,metal,90,48,344,378
metal231_jpg.rf.3b5590e0db72c53d24136aea19de00de.jpg,384,384,metal,0,0,275,298
metal151_jpg.rf.992f4267644e05b9dea1c9c14e7b775b.jpg,384,384,metal,0,0,379,378
glass182_jpg.rf.d73e9504678735e97f68fd367ac155f7.jpg,384,384,glass,96,71,238,251
metal14_jpg.rf.3cdeb75028821b3d61e05b0a827b521b.jpg,384,384,metal,74,3,384,384
metal214_jpg.rf.61c55980fcbaf20d0a61d686fddc6e49.jpg,384,384,metal,109,70,255,275
metal233_jpg.rf.018cc70833149b824315b03cdab1563a.jpg,384,384,metal,56,54,384,326
metal354_jpg.rf.74b583ddf0ab55510e40917188f74b64.jpg,384,384,metal,12,14,313,356
metal230_jpg.rf.004bb282bd56126a3516069e2a1fb5f5.jpg,384,384,metal,5,65,354,384
metal27_jpg.rf.0eb96f0f4e62373d33918bc6336150d6.jpg,384,384,metal,92,19,345,365
metal353_jpg.rf.217aae47d12664d888cc110cd353dc72.jpg,384,384,metal,121,100,339,341
plastic211_jpg.rf.14467da06637a0199e18efcadda49e94.jpg,384,384,plastic,21,0,350,338
metal232_jpg.rf.1ed41261b112ed9d9a6cca3934c20c7e.jpg,384,384,metal,0,0,384,384
metal15_jpg.rf.c8433bf0f3a2cb5b8a789f76473d7de3.jpg,384,384,metal,50,73,332,353
metal219_jpg.rf.1ced0e1d7d41e09eee88580961425eba.jpg,384,384,metal,70,20,295,346
metal225_jpg.rf.85d2634cce2ac91296b08341ae0967b8.jpg,384,384,metal,44,37,318,366
metal391_jpg.rf.119248fb1fbcc2493299bcc98a8375a7.jpg,384,384,metal,0,0,384,384
metal408_jpg.rf.d8c49b289c7bb3420ab1ac90ea42cf91.jpg,384,384,metal,104,44,384,340
metal145_jpg.rf.898c01355e876289eb1bc9e72362d648.jpg,384,384,metal,80,31,336,331
metal150_jpg.rf.15aac7a261c5fbb8fad981b912ff7f94.jpg,384,384,metal,43,64,355,318
metal385_jpg.rf.77d8e619b187600c00d45d70116cd6c1.jpg,384,384,metal,116,41,332,326
plastic205_jpg.rf.63bac18eb50e19925c7f59d1b7ee3e13.jpg,384,384,plastic,1,25,309,357
plastic84_jpg.rf.c7e8b7e274648332d58a4fddaa004470.jpg,384,384,plastic,92,0,384,382
plastic377_jpg.rf.f385a9f3f7b8aadec5f47036baff1f10.jpg,384,384,plastic,66,9,304,308
metal203_jpg.rf.47299cfaa36db4a989dfe562b979f1a7.jpg,384,384,metal,105,42,274,290
metal29_jpg.rf.85ead66ef673bfbf33efdeabcf2dc1ee.jpg,384,384,metal,61,43,300,346
plastic167_jpg.rf.6a99c147903923997d874b31a79f1223.jpg,384,384,plastic,65,11,284,353
plastic55_jpg.rf.85c85b7a1ccac52651651f32c0c2cdbb.jpg,384,384,plastic,0,0,347,381
plastic41_jpg.rf.b0d76831751a3fa0b82819b1537a1c83.jpg,384,384,plastic,63,26,307,323
plastic3_jpg.rf.b421c1b9345a14fc49a4e1f1b01d6239.jpg,384,384,plastic,53,48,329,312
plastic87_jpg.rf.a48ff6746df8e21335109d7a5925c2c2.jpg,384,384,plastic,1,0,384,328
plastic5_jpg.rf.0f09bcb9565cfc947273e1fe15ba651e.jpg,384,384,plastic,115,24,240,319
plastic203_jpg.rf.d4d28c8103e3d307824f45a7e44c1580.jpg,384,384,plastic,52,0,318,373
plastic214_jpg.rf.08703df9bb4cc8213cbf321e847be083.jpg,384,384,plastic,8,3,384,383
plastic93_jpg.rf.68ab215a566f4c04c6e8fb8e90c68dfd.jpg,384,384,plastic,63,40,315,384
plastic176_jpg.rf.a83010d166578ade615390937ba7d6b2.jpg,384,384,plastic,91,104,218,309
metal193_jpg.rf.825353dec9e0a7989798e073d838fd1c.jpg,384,384,metal,46,0,304,384
plastic96_jpg.rf.28f7523cb6f29409a3828c36cb9db0c5.jpg,384,384,plastic,73,51,356,310
plastic173_jpg.rf.c8f0a9bd7456b72b49ffc1945f310153.jpg,384,384,plastic,51,33,327,344
plastic90_jpg.rf.1f18e50c3ecf52638067a9f709beaab1.jpg,384,384,plastic,94,24,339,329
plastic189_jpg.rf.279842c9474912c05f7b1361f62c2054.jpg,384,384,plastic,20,46,359,314
metal149_jpg.rf.01b92569a7ab3bee0a19cbcb229685bc.jpg,384,384,metal,87,85,269,286
metal161_jpg.rf.bbfe0d91931510c1498b520e58030791.jpg,384,384,metal,63,0,384,384
plastic82_jpg.rf.429e4875a051d9260fe0034d905f7838.jpg,384,384,plastic,33,0,384,383
plastic53_jpg.rf.298a3d3085cde4dd555d1ec7117b68e3.jpg,384,384,plastic,30,13,368,384
plastic359_jpg.rf.a6f83f8d1fe23b469de51be30d3bdbac.jpg,384,384,plastic,38,73,340,305
metal30_jpg.rf.350063466c80178c268507fd0f9d83f5.jpg,384,384,metal,78,0,285,384
metal175_jpg.rf.6caf4f0f7fe56dc438ec0a3fb9544381.jpg,384,384,metal,81,0,328,384
plastic439_jpg.rf.c71b64539e3070ca2204ba620c57821c.jpg,384,384,plastic,116,46,320,384
metal187_jpg.rf.48752f38513de48e2d7c06b67fc392d8.jpg,384,384,metal,0,0,285,300
plastic45_jpg.rf.06ccba6be8ccd96bfefc3589af229cc4.jpg,384,384,plastic,95,81,352,384
plastic198_jpg.rf.db2b734467b3de84d40e61acd4824721.jpg,384,384,plastic,7,3,364,384
plastic412_jpg.rf.379aafc514ff209fc0a767d1d9020164.jpg,384,384,plastic,59,44,293,298
plastic175_jpg.rf.334b8212e0592cf00b6281d4d1ac1212.jpg,384,384,plastic,14,0,384,358
metal226_jpg.rf.5c33c8159562c01b1ee6c1f36b6321a3.jpg,384,384,metal,55,0,330,371
metal18_jpg.rf.d35d4533e121ad3320a0c029c9f70241.jpg,384,384,metal,63,103,285,310
glass427_jpg.rf.3d8234a4952e666c4e08bc10032f3003.jpg,384,384,glass,42,30,283,319
plastic405_jpg.rf.3dfe710e4c63d7db930962ab805fbeab.jpg,384,384,plastic,0,0,383,383
plastic363_jpg.rf.cfeca0d081891c1d38b360b68a444523.jpg,384,384,plastic,61,72,232,310
plastic149_jpg.rf.ea20e6a0ea51ac714f3bab76327c8de8.jpg,384,384,plastic,93,0,384,378
glass403_jpg.rf.269e1e70d5fb089176ece2102e545263.jpg,384,384,glass,54,120,384,384
plastic78_jpg.rf.587abe2d9d7fc28ddd05be550dfd011f.jpg,384,384,plastic,3,37,384,384
plastic388_jpg.rf.ddba9a38d7334d24b8ff5859f379ca66.jpg,384,384,plastic,1,10,378,384
glass341_jpg.rf.0ef1ba94b8fe61d834fad4b380210818.jpg,384,384,glass,73,0,384,358
glass156_jpg.rf.5bc5de0a287e29b139d293308c9d65f0.jpg,384,384,glass,0,0,384,384
glass393_jpg.rf.853ae2f2846cc2b526efbf51d0abbdcd.jpg,384,384,glass,115,17,384,384
plastic375_jpg.rf.f0a69e06caadb500c78539350b8941b4.jpg,384,384,plastic,30,71,352,373
glass211_jpg.rf.09a1b1bd87c10acbefa8f6805977f537.jpg,384,384,glass,28,49,275,260
glass205_jpg.rf.1576402f87c680def746ff0d03350bf7.jpg,384,384,glass,41,11,223,353
glass371_jpg.rf.b4e58e82c7a2ec894e97ec4167c89dea.jpg,384,384,glass,53,24,320,384
plastic47_jpg.rf.a1664564d1d45a988fe2a819ee9839de.jpg,384,384,plastic,65,82,311,251
trash59_jpg.rf.db2108c613c6d9938b9b18e6562d63f5.jpg,384,384,trash,56,11,302,384
plastic86_jpg.rf.51ab9f62400b6fed8499367b0e4a76f0.jpg,384,384,plastic,0,68,384,384
plastic229_jpg.rf.68cd61c125586ee1c0db3ab5a69a1f7f.jpg,384,384,plastic,98,23,310,298
plastic92_jpg.rf.c12c13811df4c0efada3895342002a5c.jpg,384,384,plastic,1,37,384,383
plastic163_jpg.rf.cd066d021f02976d81dd033674a9176d.jpg,384,384,plastic,12,29,307,341
plastic413_jpg.rf.da507910a4b6945cd2327433ce148b8d.jpg,384,384,plastic,86,0,360,288
glass359_jpg.rf.7d11ea07b89addec1e1406009f49b3b9.jpg,384,384,glass,2,0,384,321
glass209_jpg.rf.ce952e722b35540f3e7a349314753420.jpg,384,384,glass,27,36,245,254
metal405_jpg.rf.21ea93c1f9b90769b21b9360503c6a42.jpg,384,384,metal,154,20,384,384
metal376_jpg.rf.4c6491d9546ba86eb5928ce19d99bda2.jpg,384,384,metal,131,36,384,384
trash14_jpg.rf.46f524c51a1488fe421abdef0d99a2d5.jpg,384,384,trash,0,25,384,384
metal176_jpg.rf.77cabfa2772b2ece9f9793f6a99ad8de.jpg,384,384,metal,0,0,384,384
metal189_jpg.rf.a7ba53a2bb06bc22c213ef0abf057c7f.jpg,384,384,metal,0,20,384,351
plastic365_jpg.rf.bc90badddc44ae32c3cc0096b525e9c5.jpg,384,384,plastic,60,23,368,384
glass10_jpg.rf.4710ffe80e55227fae7d4979d1209cfa.jpg,384,384,glass,18,237,384,384
trash70_jpg.rf.28ddd730494b226a219fb9c52333e5f8.jpg,384,384,trash,0,0,384,384
glass357_jpg.rf.333aa08440f1aa1e8bc4c691df8ea973.jpg,384,384,glass,0,0,384,384
trash98_jpg.rf.1ce521bb0dc67e8871155a06235c86e1.jpg,384,384,trash,49,17,329,367
glass417_jpg.rf.de35d351886f946e9b475120c54041ae.jpg,384,384,glass,75,15,384,380
plastic407_jpg.rf.640e5242a72f14b197257ff17ac296fc.jpg,384,384,plastic,78,1,361,384
plastic417_jpg.rf.94d0d0ae0039293faeda6e63db8bc87d.jpg,384,384,plastic,25,0,384,343
glass380_jpg.rf.095caf586a13d88a48a915b82ab1fee3.jpg,384,384,glass,90,75,267,272
trash99_jpg.rf.307b3f790b3721dee9b638f8a050fed0.jpg,384,384,trash,138,27,259,335
plastic349_jpg.rf.139743f719e39c9b0f554625288a14a7.jpg,384,384,plastic,92,4,384,383
plastic215_jpg.rf.1bc8fcd42ad20abe4bdc3aa1823d853f.jpg,384,384,plastic,85,83,384,384
plastic403_jpg.rf.637a4cbfdfa16b525a61e82d2ba59d8f.jpg,384,384,plastic,48,6,306,384
plastic361_jpg.rf.c4fed153732378f2e8a02d60aa44a46f.jpg,384,384,plastic,82,70,306,331
glass143_jpg.rf.27765c19ce3e12b7ac2b226536e2109b.jpg,384,384,glass,0,36,384,356
glass11_jpg.rf.e3bf30efd547cce41ffaa68c0d3f4a07.jpg,384,384,glass,33,66,347,316
glass221_jpg.rf.1136347487de5f5106b5f130ab80697b.jpg,384,384,glass,116,35,268,336
glass343_jpg.rf.3e5fdafb4c2b286e75f11f61993b0ee1.jpg,384,384,glass,122,32,362,384
trash66_jpg.rf.d0afd194723df9ccbfd9839b6276d26d.jpg,384,384,trash,38,14,353,353
metal363_jpg.rf.1b0aa8cd34447e8bfd5e2b988a09193c.jpg,384,384,metal,74,0,384,343
trash123_jpg.rf.f83ef288e70a6919587fc8d3a8a10c17.jpg,384,384,trash,115,41,300,357
trash121_jpg.rf.d4ac67d9bd91316c302870c2aa6341b1.jpg,384,384,trash,107,101,245,324
glass166_jpg.rf.0b41b7bf37a00e339091ecc47934d519.jpg,384,384,glass,27,102,348,295
glass180_jpg.rf.92e5585350863369d984319c5b93aa94.jpg,384,384,glass,24,82,235,292
